DAGS,MED
7.4.2015,19778.00
8.4.2015,19754.00
9.4.2015,19726.00
10.4.2015,19652.00
13.4.2015,19604.00
14.4.2015,19584.00
15.4.2015,19515.00
16.4.2015,19527.00
17.4.2015,19612.00
20.4.2015,19653.00
21.4.2015,19649.00
22.4.2015,19659.00
24.4.2015,19723.00
27.4.2015,19703.00
28.4.2015,19649.00
29.4.2015,19644.00
30.4.2015,19660.00
4.5.2015,19695.00
5.5.2015,19709.00
6.5.2015,19720.00
7.5.2015,19825.00
8.5.2015,19855.00
11.5.2015,19833.00
12.5.2015,19865.00
13.5.2015,19841.00
15.5.2015,19864.00
18.5.2015,19809.00
19.5.2015,19869.00
20.5.2015,19845.00
21.5.2015,19850.00
22.5.2015,19854.00
26.5.2015,19764.00
27.5.2015,19823.00
28.5.2015,19778.00
29.5.2015,19773.00
1.6.2015,19756.00
2.6.2015,19785.00
3.6.2015,19796.00
4.6.2015,19906.00
5.6.2015,19911.00
8.6.2015,19885.00
9.6.2015,19999.00
10.6.2015,19977.00
11.6.2015,20014.00
12.6.2015,19960.00
15.6.2015,19960.00
16.6.2015,19968.00
18.6.2015,19973.00
19.6.2015,19922.00
22.6.2015,19899.00
23.6.2015,19842.00
24.6.2015,19820.00
25.6.2015,19808.00
26.6.2015,19782.00
29.6.2015,19759.00
30.6.2015,19738.00
1.7.2015,19717.00
2.7.2015,19706.00
3.7.2015,19718.00
6.7.2015,19695.00
7.7.2015,19680.00
8.7.2015,19760.00
9.7.2015,19791.00
10.7.2015,19829.00
13.7.2015,19780.00
14.7.2015,19788.00
15.7.2015,19781.00
16.7.2015,19763.00
17.7.2015,19747.00
20.7.2015,19742.00
21.7.2015,19735.00
22.7.2015,19731.00
23.7.2015,19804.00
24.7.2015,19774.00
27.7.2015,19836.00
28.7.2015,19831.00
29.7.2015,19781.00
30.7.2015,19767.00
31.7.2015,19766.00
4.8.2015,19712.00
5.8.2015,19681.00
6.8.2015,19669.00
7.8.2015,19688.00
10.8.2015,19683.00
11.8.2015,19712.00
12.8.2015,19755.00
13.8.2015,19719.00
14.8.2015,19696.00
17.8.2015,19669.00
18.8.2015,19671.00
19.8.2015,19651.00
20.8.2015,19705.00
21.8.2015,19701.00
24.8.2015,19766.00
25.8.2015,19752.00
26.8.2015,19660.00
27.8.2015,19579.00
28.8.2015,19530.00
31.8.2015,19441.00
1.9.2015,19414.00
2.9.2015,19409.00
3.9.2015,19399.00
4.9.2015,19349.00
7.9.2015,19349.00
8.9.2015,19319.00
9.9.2015,19289.00
10.9.2015,19299.00
11.9.2015,19281.00
14.9.2015,19291.00
15.9.2015,19287.00
16.9.2015,19256.00
17.9.2015,19256.00
18.9.2015,19283.00
21.9.2015,19257.00
22.9.2015,19235.00
23.9.2015,19203.00
24.9.2015,19287.00
25.9.2015,19230.00
28.9.2015,19201.00
29.9.2015,19191.00
30.9.2015,19137.00
1.10.2015,19094.00
2.10.2015,19072.00
5.10.2015,19073.00
6.10.2015,19053.00
7.10.2015,19032.00
8.10.2015,19045.00
9.10.2015,19030.00
12.10.2015,19026.00
13.10.2015,19029.00
14.10.2015,19035.00
15.10.2015,19019.00
16.10.2015,18993.00
19.10.2015,18993.00
20.10.2015,19036.00
21.10.2015,19079.00
22.10.2015,19102.00
23.10.2015,19027.00
26.10.2015,19031.00
27.10.2015,19038.00
28.10.2015,19008.00
29.10.2015,18996.00
30.10.2015,18963.00
2.11.2015,18942.00
3.11.2015,18925.00
4.11.2015,18898.00
5.11.2015,18899.00
6.11.2015,18895.00
9.11.2015,18887.00
10.11.2015,18884.00
11.11.2015,18856.00
12.11.2015,18853.00
13.11.2015,18866.00
16.11.2015,18858.00
17.11.2015,18833.00
18.11.2015,18831.00
19.11.2015,18880.00
20.11.2015,18891.00
23.11.2015,18869.00
24.11.2015,18880.00
25.11.2015,18860.00
26.11.2015,18851.00
27.11.2015,18838.00
30.11.2015,18826.00
1.12.2015,18822.00
2.12.2015,18820.00
3.12.2015,18811.00
4.12.2015,18929.00
7.12.2015,18889.00
8.12.2015,18896.00
9.12.2015,18939.00
10.12.2015,18966.00
11.12.2015,18969.00
14.12.2015,18949.00
15.12.2015,18972.00
16.12.2015,18949.00
17.12.2015,18982.00
18.12.2015,18972.00
21.12.2015,18986.00
22.12.2015,18996.00
23.12.2015,18984.00
28.12.2015,19007.00
29.12.2015,18988.00
30.12.2015,18957.00
31.12.2015,18939.00
4.1.2016,18948.00
5.1.2016,18939.00
6.1.2016,18933.00
7.1.2016,18978.00
8.1.2016,18974.00
11.1.2016,18927.00
12.1.2016,18955.00
13.1.2016,18951.00
14.1.2016,18970.00
15.1.2016,18947.00
18.1.2016,18986.00
19.1.2016,18961.00
20.1.2016,18980.00
21.1.2016,18984.00
22.1.2016,18932.00
25.1.2016,18974.00
26.1.2016,19012.00
27.1.2016,18992.00
28.1.2016,19006.00
29.1.2016,18974.00
1.2.2016,18959.00
2.2.2016,19001.00
3.2.2016,18998.00
4.2.2016,19098.00
5.2.2016,19079.00
8.2.2016,19067.00
9.2.2016,19083.00
10.2.2016,19097.00
11.2.2016,19169.00
12.2.2016,19122.00
15.2.2016,19074.00
16.2.2016,19067.00
17.2.2016,19095.00
18.2.2016,19109.00
19.2.2016,19126.00
22.2.2016,19107.00
23.2.2016,19095.00
24.2.2016,19060.00
25.2.2016,19076.00
26.2.2016,19024.00
29.2.2016,18968.00
1.3.2016,18961.00
2.3.2016,18936.00
3.3.2016,18959.00
4.3.2016,18994.00
7.3.2016,18945.00
8.3.2016,18971.00
9.3.2016,18961.00
10.3.2016,18919.00
11.3.2016,18844.00
14.3.2016,18845.00
15.3.2016,18850.00
16.3.2016,18841.00
17.3.2016,18901.00
18.3.2016,18876.00
21.3.2016,18903.00
22.3.2016,18874.00
23.3.2016,18882.00
29.3.2016,18851.00
30.3.2016,18856.00
31.3.2016,18867.00
1.4.2016,18828.00
4.4.2016,18816.00
5.4.2016,18824.00
6.4.2016,18909.00
7.4.2016,18954.00
8.4.2016,18910.00
11.4.2016,18901.00
12.4.2016,18903.00
13.4.2016,18866.00
14.4.2016,18842.00
15.4.2016,18814.00
18.4.2016,18823.00
19.4.2016,18836.00
20.4.2016,18869.00
22.4.2016,18894.00
25.4.2016,18857.00
26.4.2016,18867.00
27.4.2016,18835.00
28.4.2016,18843.00
29.4.2016,18807.00
2.5.2016,18805.00
3.5.2016,18827.00
4.5.2016,18819.00
6.5.2016,18801.00
9.5.2016,18796.00
10.5.2016,18798.00
11.5.2016,18806.00
12.5.2016,18830.00
13.5.2016,18798.00
17.5.2016,18803.00
18.5.2016,18786.00
19.5.2016,18789.00
20.5.2016,18793.00
23.5.2016,18785.00
24.5.2016,18750.00
25.5.2016,18768.00
26.5.2016,18768.00
27.5.2016,18759.00
30.5.2016,18745.00
31.5.2016,18708.00
1.6.2016,18685.00
2.6.2016,18708.00
3.6.2016,18704.00
6.6.2016,18773.00
7.6.2016,18730.00
8.6.2016,18732.00
9.6.2016,18699.00
10.6.2016,18692.00
13.6.2016,18671.00
14.6.2016,18669.00
15.6.2016,18644.00
16.6.2016,18640.00
20.6.2016,18666.00
21.6.2016,18640.00
22.6.2016,18599.00
23.6.2016,18526.00
24.6.2016,18579.00
27.6.2016,18541.00
28.6.2016,18487.00
29.6.2016,18457.00
30.6.2016,18381.00
1.7.2016,18335.00
4.7.2016,18348.00
5.7.2016,18360.00
6.7.2016,18304.00
7.7.2016,18285.00
8.7.2016,18276.00
11.7.2016,18256.00
12.7.2016,18279.00
13.7.2016,18210.00
14.7.2016,18227.00
15.7.2016,18140.00
18.7.2016,18119.00
19.7.2016,18136.00
20.7.2016,18121.00
21.7.2016,18133.00
22.7.2016,18084.00
25.7.2016,18020.00
26.7.2016,17968.00
27.7.2016,17929.00
28.7.2016,17858.00
29.7.2016,17827.00
2.8.2016,17832.00
3.8.2016,17833.00
4.8.2016,17975.00
5.8.2016,17923.00
8.8.2016,17912.00
9.8.2016,17821.00
10.8.2016,17826.00
11.8.2016,17816.00
12.8.2016,17777.00
15.8.2016,17757.00
16.8.2016,17752.00
17.8.2016,17776.00
18.8.2016,17779.00
19.8.2016,17748.00
22.8.2016,17737.00
23.8.2016,17736.00
24.8.2016,17707.00
25.8.2016,17700.00
26.8.2016,17660.00
29.8.2016,17589.00
30.8.2016,17555.00
31.8.2016,17451.00
1.9.2016,17404.00
2.9.2016,17398.00
5.9.2016,17364.00
6.9.2016,17393.00
7.9.2016,17336.00
8.9.2016,17346.00
9.9.2016,17346.00
12.9.2016,17305.00
13.9.2016,17308.00
14.9.2016,17309.00
15.9.2016,17307.00
16.9.2016,17291.00
19.9.2016,17261.00
20.9.2016,17273.00
21.9.2016,17178.00
22.9.2016,17202.00
23.9.2016,17243.00
26.9.2016,17214.00
27.9.2016,17214.00
28.9.2016,17192.00
29.9.2016,17200.00
30.9.2016,17162.00
3.10.2016,17178.00
4.10.2016,17126.00
5.10.2016,17160.00
6.10.2016,17117.00
7.10.2016,17118.00
10.10.2016,17101.00
11.10.2016,17053.00
12.10.2016,16985.00
13.10.2016,16960.00
14.10.2016,16924.00
17.10.2016,16910.00
18.10.2016,16913.00
19.10.2016,16825.00
20.10.2016,16833.00
21.10.2016,16801.00
24.10.2016,16770.00
25.10.2016,16764.00
26.10.2016,16727.00
27.10.2016,16699.00
28.10.2016,16681.00
31.10.2016,16619.00
1.11.2016,16593.00
2.11.2016,16550.00
3.11.2016,16570.00
4.11.2016,16527.00
7.11.2016,16508.00
8.11.2016,16495.00
9.11.2016,16436.00
10.11.2016,16409.00
11.11.2016,16395.00
14.11.2016,16325.00
15.11.2016,16318.00
16.11.2016,16269.00
17.11.2016,16253.00
18.11.2016,16203.00
21.11.2016,16191.00
22.11.2016,16183.00
23.11.2016,16170.00
24.11.2016,16099.00
25.11.2016,16108.00
28.11.2016,16108.00
29.11.2016,16077.00
30.11.2016,16015.00
1.12.2016,16020.00
2.12.2016,15964.00
5.12.2016,15956.00
6.12.2016,15923.00
7.12.2016,15939.00
8.12.2016,15957.00
9.12.2016,15899.00
12.12.2016,15924.00
13.12.2016,15925.00
14.12.2016,16004.00
15.12.2016,15995.00
16.12.2016,16035.00
19.12.2016,16007.00
20.12.2016,15940.00
21.12.2016,15927.00
22.12.2016,15927.00
23.12.2016,15960.00
27.12.2016,15960.00
28.12.2016,15959.00
29.12.2016,16105.00
30.12.2016,16024.00
2.1.2017,16019.00
3.1.2017,15993.00
4.1.2017,15953.00
5.1.2017,15982.00
6.1.2017,16128.00
9.1.2017,16141.00
10.1.2017,16277.00
11.1.2017,16503.00
12.1.2017,16329.00
13.1.2017,16355.00
16.1.2017,16298.00
17.1.2017,16225.00
18.1.2017,16171.00
19.1.2017,16207.00
20.1.2017,16262.00
23.1.2017,16279.00
24.1.2017,16602.00
25.1.2017,16684.00
26.1.2017,16726.00
27.1.2017,16731.00
30.1.2017,16733.00
31.1.2017,16720.00
1.2.2017,16721.00
2.2.2017,16398.00
3.2.2017,16399.00
6.2.2017,16340.00
7.2.2017,16351.00
8.2.2017,16226.00
9.2.2017,16280.00
10.2.2017,16229.00
13.2.2017,16200.00
14.2.2017,16057.00
15.2.2017,15869.00
16.2.2017,15821.00
17.2.2017,15814.00
20.2.2017,15746.00
21.2.2017,15700.00
22.2.2017,15579.00
23.2.2017,15533.00
24.2.2017,15442.00
27.2.2017,15326.00
28.2.2017,15218.00
1.3.2017,15098.00
2.3.2017,15265.00
3.3.2017,15202.00
6.3.2017,15208.00
7.3.2017,15389.00
8.3.2017,15477.00
9.3.2017,15477.00
10.3.2017,15476.00
13.3.2017,15929.00
14.3.2017,16039.00
15.3.2017,15667.00
16.3.2017,15859.00
17.3.2017,15731.00
20.3.2017,15674.00
21.3.2017,15901.00
22.3.2017,16065.00
23.3.2017,16146.00
24.3.2017,16037.00
27.3.2017,16035.00
28.3.2017,16028.00
29.3.2017,16121.00
30.3.2017,16236.00
31.3.2017,16238.00
3.4.2017,16255.00
4.4.2017,16364.00
5.4.2017,16134.00
6.4.2017,16132.00
7.4.2017,16071.00
10.4.2017,16016.00
11.4.2017,16021.00
12.4.2017,15948.00
18.4.2017,15911.00
19.4.2017,15870.00
21.4.2017,15776.00
24.4.2017,15728.00
25.4.2017,15717.00
26.4.2017,15569.00
27.4.2017,15619.00
28.4.2017,15600.00
2.5.2017,15564.00
3.5.2017,15577.00
4.5.2017,15622.00
5.5.2017,15630.00
8.5.2017,15630.00
9.5.2017,15536.00
10.5.2017,15524.00
11.5.2017,15446.00
12.5.2017,15316.00
15.5.2017,15218.00
16.5.2017,15253.00
17.5.2017,15222.00
18.5.2017,15173.00
19.5.2017,15076.00
22.5.2017,15040.00
23.5.2017,15089.00
24.5.2017,15090.00
26.5.2017,15114.00
29.5.2017,15012.00
30.5.2017,14947.00
31.5.2017,14963.00
1.6.2017,14941.00
2.6.2017,14801.00
6.6.2017,14786.00
7.6.2017,14835.00
8.6.2017,14956.00
9.6.2017,14871.00
12.6.2017,14877.00
13.6.2017,15197.00
14.6.2017,15061.00
15.6.2017,15156.00
16.6.2017,15176.00
19.6.2017,15268.00
20.6.2017,15435.00
21.6.2017,15726.00
22.6.2017,15774.00
23.6.2017,15598.00
26.6.2017,15572.00
27.6.2017,15897.00
28.6.2017,15907.00
29.6.2017,15742.00
30.6.2017,15845.00
3.7.2017,15649.00
4.7.2017,15653.00
5.7.2017,15826.00
6.7.2017,16005.00
7.7.2017,15951.00
10.7.2017,16042.00
11.7.2017,16243.00
12.7.2017,16652.00
13.7.2017,15948.00
14.7.2017,16139.00
17.7.2017,15919.00
18.7.2017,15981.00
19.7.2017,16556.00
20.7.2017,16459.00
21.7.2017,16473.00
24.7.2017,16446.00
25.7.2017,16649.00
26.7.2017,16351.00
27.7.2017,16365.00
28.7.2017,16312.00
31.7.2017,16257.00
1.8.2017,16419.00
2.8.2017,16549.00
3.8.2017,16644.00
4.8.2017,16643.00
8.8.2017,16643.00
9.8.2017,16642.00
10.8.2017,16730.00
11.8.2017,16732.00
14.8.2017,16991.00
15.8.2017,17017.00
16.8.2017,17231.00
17.8.2017,17206.00
18.8.2017,16998.00
21.8.2017,16713.00
22.8.2017,16741.00
23.8.2017,17130.00
24.8.2017,17012.00
25.8.2017,17020.00
28.8.2017,16775.00
29.8.2017,16896.00
30.8.2017,16896.00
31.8.2017,16763.00
1.9.2017,16738.00
4.9.2017,16767.00
5.9.2017,16792.00
6.9.2017,17028.00
7.9.2017,17028.00
8.9.2017,17151.00
11.9.2017,17124.00
12.9.2017,17123.00
13.9.2017,17137.00
14.9.2017,17055.00
15.9.2017,17001.00
18.9.2017,17102.00
19.9.2017,17052.00
20.9.2017,17165.00
21.9.2017,17254.00
22.9.2017,17249.00
25.9.2017,17211.00
26.9.2017,17102.00
27.9.2017,16957.00
28.9.2017,16847.00
29.9.2017,16736.00
2.10.2017,16786.00
3.10.2017,16739.00
4.10.2017,16711.00
5.10.2017,16803.00
6.10.2017,16594.00
9.10.2017,16633.00
10.10.2017,16735.00
11.10.2017,16667.00
12.10.2017,16691.00
13.10.2017,16664.00
16.10.2017,16665.00
17.10.2017,16692.00
18.10.2017,16665.00
19.10.2017,16718.00
20.10.2017,16717.00
23.10.2017,16665.00
24.10.2017,16668.00
25.10.2017,16729.00
26.10.2017,16678.00
27.10.2017,16655.00
30.10.2017,16430.00
31.10.2017,16430.00
1.11.2017,16569.00
2.11.2017,16611.00
3.11.2017,16615.00
6.11.2017,16588.00
7.11.2017,16482.00
8.11.2017,16491.00
9.11.2017,16256.00
10.11.2017,16233.00
13.11.2017,16233.00
14.11.2017,16289.00
15.11.2017,16487.00
16.11.2017,16381.00
17.11.2017,16381.00
20.11.2017,16381.00
21.11.2017,16353.00
22.11.2017,16354.00
23.11.2017,16568.00
24.11.2017,16487.00
27.11.2017,16487.00
28.11.2017,16567.00
29.11.2017,16497.00
30.11.2017,16448.00
1.12.2017,16501.00
4.12.2017,16528.00
5.12.2017,16475.00
6.12.2017,16501.00
7.12.2017,16636.00
8.12.2017,16529.00
11.12.2017,16497.00
12.12.2017,16581.00
13.12.2017,16526.00
14.12.2017,16632.00
15.12.2017,16737.00
18.12.2017,16688.00
19.12.2017,16743.00
20.12.2017,16828.00
21.12.2017,16798.00
22.12.2017,16879.00
27.12.2017,16878.00
28.12.2017,16824.00
29.12.2017,16796.00
2.1.2018,16693.00
3.1.2018,16850.00
4.1.2018,16824.00
5.1.2018,16832.00
8.1.2018,16779.00
9.1.2018,16806.00
10.1.2018,16804.00
11.1.2018,16805.00
12.1.2018,16855.00
15.1.2018,16879.00
16.1.2018,16878.00
17.1.2018,16912.00
18.1.2018,16932.00
19.1.2018,16879.00
22.1.2018,16913.00
23.1.2018,16915.00
24.1.2018,16911.00
25.1.2018,16912.00
26.1.2018,16845.00
29.1.2018,16767.00
30.1.2018,16740.00
31.1.2018,16824.00
1.2.2018,16796.00
2.2.2018,16795.00
5.2.2018,16794.00
6.2.2018,16794.00
7.2.2018,16797.00
8.2.2018,16822.00
9.2.2018,16821.00
12.2.2018,16819.00
13.2.2018,16836.00
14.2.2018,16834.00
15.2.2018,16780.00
16.2.2018,16810.00
19.2.2018,16733.00
20.2.2018,16715.00
21.2.2018,16636.00
22.2.2018,16638.00
23.2.2018,16639.00
26.2.2018,16613.00
27.2.2018,16615.00
28.2.2018,16611.00
1.3.2018,16611.00
2.3.2018,16609.00
5.3.2018,16638.00
6.3.2018,16605.00
7.3.2018,16631.00
8.3.2018,16548.00
9.3.2018,16527.00
12.3.2018,16524.00
13.3.2018,16526.00
14.3.2018,16526.00
15.3.2018,16526.00
16.3.2018,16473.00
19.3.2018,16446.00
20.3.2018,16447.00
21.3.2018,16446.00
22.3.2018,16473.00
23.3.2018,16420.00
26.3.2018,16366.00
27.3.2018,16340.00
28.3.2018,16307.00
3.4.2018,16311.00
4.4.2018,16310.00
5.4.2018,16315.00
6.4.2018,16288.00
9.4.2018,16290.00
10.4.2018,16291.00
11.4.2018,16325.00
12.4.2018,16414.00
13.4.2018,16330.00
16.4.2018,16382.00
17.4.2018,16436.00
18.4.2018,16526.00
20.4.2018,16546.00
23.4.2018,16546.00
24.4.2018,16545.00
25.4.2018,16515.00
26.4.2018,16511.00
27.4.2018,16456.00
30.4.2018,16398.00
2.5.2018,16405.00
3.5.2018,16404.00
4.5.2018,16404.00
7.5.2018,16353.00
8.5.2018,16377.00
9.5.2018,16404.00
11.5.2018,16431.00
14.5.2018,16402.00
15.5.2018,16458.00
16.5.2018,16513.00
17.5.2018,16544.00
18.5.2018,16569.00
22.5.2018,16598.00
23.5.2018,16593.00
24.5.2018,16621.00
25.5.2018,16620.00
28.5.2018,16569.00
29.5.2018,16516.00
30.5.2018,16513.00
31.5.2018,16509.00
1.6.2018,16403.00
4.6.2018,16430.00
5.6.2018,16594.00
6.6.2018,16619.00
7.6.2018,16690.00
8.6.2018,16744.00
11.6.2018,16740.00
12.6.2018,16792.00
13.6.2018,16846.00
14.6.2018,16764.00
15.6.2018,16630.00
18.6.2018,16793.00
19.6.2018,16987.00
20.6.2018,16907.00
21.6.2018,17017.00
22.6.2018,16987.00
25.6.2018,16933.00
26.6.2018,16883.00
27.6.2018,16750.00
28.6.2018,16671.00
29.6.2018,16611.00
2.7.2018,16616.00
3.7.2018,16723.00
4.7.2018,16806.00
5.7.2018,16751.00
6.7.2018,16747.00
9.7.2018,16797.00
10.7.2018,16824.00
11.7.2018,16823.00
12.7.2018,16822.00
13.7.2018,16794.00
16.7.2018,16794.00
17.7.2018,16715.00
18.7.2018,16688.00
19.7.2018,16691.00
20.7.2018,16666.00
23.7.2018,16721.00
24.7.2018,16724.00
25.7.2018,16669.00
26.7.2018,16368.00
27.7.2018,16483.00
30.7.2018,16484.00
31.7.2018,16484.00
1.8.2018,16562.00
2.8.2018,16641.00
3.8.2018,16586.00
7.8.2018,16612.00
8.8.2018,16638.00
9.8.2018,16684.00
10.8.2018,16715.00
13.8.2018,16663.00
14.8.2018,16634.00
15.8.2018,16709.00
16.8.2018,16629.00
17.8.2018,16492.00
20.8.2018,16469.00
21.8.2018,16657.00
22.8.2018,16732.00
23.8.2018,16759.00
24.8.2018,16758.00
27.8.2018,16706.00
28.8.2018,16722.00
29.8.2018,16749.00
30.8.2018,16777.00
31.8.2018,16752.00
3.9.2018,16782.00
4.9.2018,16890.00
5.9.2018,17034.00
6.9.2018,17085.00
7.9.2018,17366.00
10.9.2018,17365.00
11.9.2018,17630.00
12.9.2018,17710.00
13.9.2018,17602.00
14.9.2018,17190.00
17.9.2018,17133.00
18.9.2018,17078.00
19.9.2018,17213.00
20.9.2018,17374.00
21.9.2018,17348.00
24.9.2018,17346.00
25.9.2018,17637.00
26.9.2018,17284.00
27.9.2018,17283.00
28.9.2018,17261.00
1.10.2018,17288.00
2.10.2018,17394.00
3.10.2018,17502.00
4.10.2018,17582.00
5.10.2018,17523.00
8.10.2018,17641.00
9.10.2018,17696.00
10.10.2018,17882.00
11.10.2018,18016.00
12.10.2018,18015.00
15.10.2018,18015.00
16.10.2018,18040.00
17.10.2018,18390.00
18.10.2018,18335.00
19.10.2018,18083.00
22.10.2018,18096.00
23.10.2018,18269.00
24.10.2018,18284.00
25.10.2018,18349.00
26.10.2018,18349.00
29.10.2018,18402.00
30.10.2018,18428.00
31.10.2018,18453.00
1.11.2018,18481.00
2.11.2018,18509.00
5.11.2018,18453.00
6.11.2018,18485.00
7.11.2018,18514.00
8.11.2018,18512.00
9.11.2018,18539.00
12.11.2018,18568.00
13.11.2018,18589.00
14.11.2018,18855.00
15.11.2018,18813.00
16.11.2018,18815.00
19.11.2018,18841.00
20.11.2018,18866.00
21.11.2018,18896.00
22.11.2018,18923.00
23.11.2018,18813.00
26.11.2018,18818.00
27.11.2018,18898.00
28.11.2018,18976.00
29.11.2018,19070.00
30.11.2018,18679.00
3.12.2018,18682.00
4.12.2018,18706.00
5.12.2018,18705.00
6.12.2018,18649.00
7.12.2018,18516.00
10.12.2018,18756.00
11.12.2018,18783.00
12.12.2018,18755.00
13.12.2018,18782.00
14.12.2018,18806.00
17.12.2018,18672.00
18.12.2018,18641.00
19.12.2018,18612.00
20.12.2018,18333.00
21.12.2018,18092.00
27.12.2018,17812.00
28.12.2018,17838.00
31.12.2018,17842.00
2.1.2019,17866.00
3.1.2019,17896.00
4.1.2019,17918.00
7.1.2019,18105.00
8.1.2019,18198.00
9.1.2019,18336.00
10.1.2019,18367.00
11.1.2019,18501.00
14.1.2019,18555.00
15.1.2019,18554.00
16.1.2019,18554.00
17.1.2019,18433.00
18.1.2019,18462.00
21.1.2019,18458.00
22.1.2019,18348.00
23.1.2019,18373.00
24.1.2019,18324.00
25.1.2019,18174.00
28.1.2019,18271.00
29.1.2019,18325.00
30.1.2019,18355.00
31.1.2019,18376.00
1.2.2019,18431.00
4.2.2019,18378.00
5.2.2019,18353.00
6.2.2019,18351.00
7.2.2019,18328.00
8.2.2019,18275.00
11.2.2019,18302.00
12.2.2019,18305.00
13.2.2019,18330.00
14.2.2019,18132.00
15.2.2019,17999.00
18.2.2019,18052.00
19.2.2019,18159.00
20.2.2019,18184.00
21.2.2019,18186.00
22.2.2019,18185.00
25.2.2019,18186.00
26.2.2019,18241.00
27.2.2019,18239.00
28.2.2019,18241.00
1.3.2019,18214.00
4.3.2019,18241.00
5.3.2019,18369.00
6.3.2019,18387.00
7.3.2019,18334.00
8.3.2019,18284.00
11.3.2019,18283.00
12.3.2019,18257.00
13.3.2019,18070.00
14.3.2019,18036.00
15.3.2019,17860.00
18.3.2019,17834.00
19.3.2019,17782.00
20.3.2019,17809.00
21.3.2019,17966.00
22.3.2019,18076.00
25.3.2019,18286.00
26.3.2019,18365.00
27.3.2019,18389.00
28.3.2019,18390.00
29.3.2019,18419.00
1.4.2019,18449.00
2.4.2019,18446.00
3.4.2019,17951.00
4.4.2019,17924.00
5.4.2019,17898.00
8.4.2019,17897.00
9.4.2019,17923.00
10.4.2019,17949.00
11.4.2019,18111.00
12.4.2019,18112.00
15.4.2019,18168.00
16.4.2019,18166.00
17.4.2019,18164.00
23.4.2019,18162.00
24.4.2019,18187.00
26.4.2019,18216.00
29.4.2019,18244.00
30.4.2019,18245.00
2.5.2019,18402.00
3.5.2019,18324.00
6.5.2019,18215.00
7.5.2019,18270.00
8.5.2019,18351.00
9.5.2019,18403.00
10.5.2019,18377.00
13.5.2019,18376.00
14.5.2019,18449.00
15.5.2019,18395.00
16.5.2019,18347.00
17.5.2019,18398.00
20.5.2019,18452.00
21.5.2019,18451.00
22.5.2019,18573.00
23.5.2019,18506.00
24.5.2019,18519.00
27.5.2019,18545.00
28.5.2019,18570.00
29.5.2019,18572.00
31.5.2019,18519.00
3.6.2019,18547.00
4.6.2019,18628.00
5.6.2019,18678.00
6.6.2019,18652.00
7.6.2019,18653.00
11.6.2019,18811.00
12.6.2019,18920.00
13.6.2019,18974.00
14.6.2019,18949.00
18.6.2019,18950.00
19.6.2019,18950.00
20.6.2019,18951.00
21.6.2019,18954.00
24.6.2019,18952.00
25.6.2019,18954.00
26.6.2019,18954.00
27.6.2019,18984.00
28.6.2019,18986.00
1.7.2019,18984.00
2.7.2019,18985.00
3.7.2019,18985.00
4.7.2019,18987.00
5.7.2019,18987.00
8.7.2019,18986.00
9.7.2019,19012.00
10.7.2019,19013.00
11.7.2019,19004.00
12.7.2019,19003.00
15.7.2019,18978.00
16.7.2019,18976.00
17.7.2019,18976.00
18.7.2019,18897.00
19.7.2019,18844.00
22.7.2019,18738.00
23.7.2019,18738.00
24.7.2019,18204.00
25.7.2019,18204.00
26.7.2019,18175.00
29.7.2019,18174.00
30.7.2019,18121.00
31.7.2019,18038.00
1.8.2019,18201.00
2.8.2019,18257.00
6.8.2019,18287.00
7.8.2019,18289.00
8.8.2019,18399.00
9.8.2019,18398.00
12.8.2019,18423.00
13.8.2019,18534.00
14.8.2019,18534.00
15.8.2019,18485.00
16.8.2019,18461.00
19.8.2019,18463.00
20.8.2019,18521.00
21.8.2019,18521.00
22.8.2019,18549.00
23.8.2019,18523.00
26.8.2019,18548.00
27.8.2019,18599.00
28.8.2019,18491.00
29.8.2019,18492.00
30.8.2019,18576.00
2.9.2019,18575.00
3.9.2019,18722.00
4.9.2019,18678.00
5.9.2019,18672.00
6.9.2019,18670.00
9.9.2019,18646.00
10.9.2019,18593.00
11.9.2019,18591.00
12.9.2019,18560.00
13.9.2019,18493.00
16.9.2019,18361.00
17.9.2019,18293.00
18.9.2019,18319.00
19.9.2019,18346.00
20.9.2019,18347.00
23.9.2019,18375.00
24.9.2019,18376.00
25.9.2019,18190.00
26.9.2019,18167.00
27.9.2019,18161.00
30.9.2019,18096.00
1.10.2019,18123.00
2.10.2019,18148.00
3.10.2019,18178.00
4.10.2019,18176.00
7.10.2019,18251.00
8.10.2019,18276.00
9.10.2019,18383.00
10.10.2019,18477.00
11.10.2019,18436.00
14.10.2019,18463.00
15.10.2019,18515.00
16.10.2019,18510.00
17.10.2019,18538.00
18.10.2019,18622.00
21.10.2019,18645.00
22.10.2019,18646.00
23.10.2019,18593.00
24.10.2019,18566.00
25.10.2019,18513.00
28.10.2019,18514.00
29.10.2019,18513.00
30.10.2019,18485.00
31.10.2019,18487.00
1.11.2019,18485.00
4.11.2019,18457.00
5.11.2019,18458.00
6.11.2019,18431.00
7.11.2019,18431.00
8.11.2019,18427.00
11.11.2019,18427.00
12.11.2019,18428.00
13.11.2019,18428.00
14.11.2019,18375.00
15.11.2019,18188.00
18.11.2019,18213.00
19.11.2019,18241.00
20.11.2019,18185.00
21.11.2019,18238.00
22.11.2019,18239.00
25.11.2019,18216.00
26.11.2019,18121.00
27.11.2019,18122.00
28.11.2019,18070.00
29.11.2019,17815.00
2.12.2019,18052.00
3.12.2019,18015.00
